Background,Genotype,Stage,Replicate,O2,Iinc ,Ca,Ci,A,Phi2,VPDleaf,gs,E,Tleaf
WYJ,Y,Tillering,4,21,150,396.87,358.8,4.09,0.5909,1.05,0.1288,0.0022,25.01
WYJ,Y,Tillering,4,21,100.02,398.38,352.67,2.22,0.5921,1.05,0.0564,0.001,24.99
WYJ,Y,Tillering,4,21,79.98,398.99,346.95,1.46,0.593,1.06,0.0318,0.0005,24.99
WYJ,Y,Tillering,4,21,50.14,399.36,356.1,1,0.5974,1.06,0.0273,0.0005,25
WYJ,Y,Tillering,4,21,999.93,384.54,316.58,21.48,0.4176,1.06,0.3461,0.0058,25
WYJ,Y,Tillering,4,21,999.93,238.75,189.58,16.01,0.402,1.06,0.3511,0.0059,24.99
WYJ,Y,Tillering,4,21,1000.19,143.01,114.16,10,0.3826,1.06,0.3745,0.0063,25
WYJ,Y,Tillering,4,21,999.92,77.11,65.84,4.19,0.3507,1.04,0.4152,0.0068,24.99
WYJ,Y,Tillering,4,21,999.92,49.22,46.08,1.09,0.3264,1.03,0.4603,0.0075,24.99
WYJ,Y,Tillering,4,21,999.89,384.57,333.15,20.76,0.4076,1.04,0.4559,0.0075,25.01
WYJ,Y,Tillering,4,21,1000.16,384.61,327.22,21.03,0.4069,1.05,0.4085,0.0068,25.01
WYJ,Y,Tillering,4,21,999.9,384.55,323.64,21.22,0.4105,1.05,0.3857,0.0064,25
WYJ,Y,Tillering,4,21,1000.16,631.6,553.04,24.43,0.4067,1.06,0.356,0.006,25.01
WYJ,Y,Tillering,4,21,1000.17,979.8,887.8,25.22,0.3959,1.06,0.3305,0.0056,24.99
WYJ,Y,Tillering,4,21,1000.15,1477.71,1370.42,25.96,0.3923,1.07,0.3122,0.0053,25.01
WYJ,Y,Tillering,4,2,279.97,991.22,923.44,10.11,0.4584,1.04,0.1945,0.0032,24.99
WYJ,Y,Tillering,4,2,150.03,994.56,947.62,5.39,0.4902,1.04,0.1751,0.0029,25.02
WYJ,Y,Tillering,4,2,100.01,996.26,955.8,3.26,0.4976,1.04,0.1338,0.0022,25
WYJ,Y,Tillering,4,2,79.97,997.14,958.33,2.48,0.5038,1.04,0.1094,0.0018,25
WYJ,Y,Tillering,4,2,50.1,998.04,966.69,1.36,0.532,1.05,0.091,0.0015,25.02
ZF,C,Tillering,1,21,2000.03,372.97,305.49,34.4,0.2446,1.08,0.5578,0.0096,25
ZF,C,Tillering,1,21,1500.19,374.13,309.05,32.99,0.3117,1.02,0.5537,0.0089,25.02
ZF,C,Tillering,1,21,1000.04,376.5,315.17,29.85,0.42,0.99,0.5341,0.0084,25
ZF,C,Tillering,1,21,499.77,382.9,334.32,21.21,0.5666,0.95,0.4914,0.0074,25.03
ZF,C,Tillering,1,21,280.11,388.61,353.87,13.33,0.6249,0.94,0.4566,0.0068,25.01
ZF,C,Tillering,1,21,149.9,393.01,369.38,7.41,0.6531,0.95,0.415,0.0063,25.01
ZF,C,Tillering,1,21,100.01,394.94,376.21,4.94,0.6673,0.95,0.384,0.0058,25
ZF,C,Tillering,1,21,79.84,395.75,378.62,3.97,0.6766,0.97,0.3559,0.0055,25.02
ZF,C,Tillering,1,21,50.18,397.03,383.48,2.35,0.6864,0.97,0.3151,0.0049,25.01
ZF,C,Tillering,1,21,1000.02,377.63,303.9,28.71,0.4339,1.04,0.4218,0.007,25
ZF,C,Tillering,1,21,999.95,234.5,184.29,20.23,0.4075,1.04,0.4329,0.0071,25.01
ZF,C,Tillering,1,21,999.91,141.04,112.69,11.79,0.3569,1.03,0.4487,0.0073,24.98
ZF,C,Tillering,1,21,1000.16,76.52,65.62,4.56,0.2986,1.03,0.4684,0.0077,25
ZF,C,Tillering,1,21,1000.16,49.09,45.87,1.19,0.2658,1.03,0.4879,0.008,24.99
ZF,C,Tillering,1,21,1000.08,377.99,309.73,28.1,0.4133,1.04,0.4493,0.0075,25.03
ZF,C,Tillering,1,21,1000.04,377.78,302.65,28.65,0.4258,1.04,0.4124,0.0069,25
ZF,C,Tillering,1,21,999.72,377.58,299.97,28.99,0.4331,1.04,0.4027,0.0067,25
ZF,C,Tillering,1,21,1000.01,623.85,524.54,32.8,0.4187,1.05,0.3658,0.0061,25.01
ZF,C,Tillering,1,21,999.99,974.11,870.88,30.4,0.3718,1.05,0.3464,0.0058,24.99
ZF,C,Tillering,1,21,1000,1473.7,1362.69,28.36,0.3414,1.05,0.3255,0.0055,25
ZF,C,Tillering,1,2,280.08,985.81,832.12,17.62,0.606,1.03,0.1271,0.0021,25
ZF,C,Tillering,1,2,150.04,992.19,881.48,9.25,0.6238,1.04,0.0973,0.0016,25.01
ZF,C,Tillering,1,2,100.13,994.62,888.49,6.2,0.6335,1.03,0.0685,0.0011,25
ZF,C,Tillering,1,2,79.96,995.8,916.5,4.49,0.6422,1.03,0.0709,0.0012,25
ZF,C,Tillering,1,2,50.04,997.05,943.87,2.76,0.6602,1.03,0.0745,0.0012,25
ZF,C,Tillering,2,21,1999.98,373.19,295.43,34.01,0.2593,1.08,0.4722,0.0081,25
ZF,C,Tillering,2,21,1499.87,374.31,294.8,32.77,0.3314,1.02,0.4424,0.0072,25.03
ZF,C,Tillering,2,21,1000.08,377.04,298.69,29.31,0.4385,0.99,0.4014,0.0063,25.02
ZF,C,Tillering,2,21,499.94,383.23,315.37,21.22,0.5794,0.95,0.3393,0.0052,25.02
ZF,C,Tillering,2,21,279.91,389.34,334.72,13.18,0.6384,0.96,0.2687,0.0041,25.02
ZF,C,Tillering,2,21,149.88,394.35,344.3,6.93,0.6646,0.99,0.157,0.0025,25.01
ZF,C,Tillering,2,21,99.95,396.9,339.38,3.93,0.6741,1,0.0762,0.0012,24.89
ZF,C,Tillering,2,21,80.07,397.87,322.48,2.82,0.6813,1.03,0.0406,0.0007,25
ZF,C,Tillering,2,21,50.11,398.66,333.54,1.81,0.6911,1.03,0.0306,0.0005,24.99
ZF,C,Tillering,2,21,999.93,378.7,300.07,27.13,0.4166,1.01,0.3708,0.006,25
ZF,C,Tillering,2,21,1000.12,235.64,184.2,18.54,0.3798,0.99,0.3854,0.0061,24.98
ZF,C,Tillering,2,21,1000.07,141.96,115.16,10.38,0.3187,0.99,0.4191,0.0066,24.99
ZF,C,Tillering,2,21,1000.09,76.96,67.39,3.91,0.2575,0.98,0.4623,0.0072,24.99
ZF,C,Tillering,2,21,1000.04,49.22,46.49,0.97,0.2215,0.98,0.4876,0.0076,24.99
ZF,C,Tillering,2,21,999.98,379.68,305.27,25.79,0.3788,1,0.3741,0.006,25.01
ZF,C,Tillering,2,21,1000.03,379.53,297.47,26.19,0.3979,1.01,0.3418,0.0055,24.99
ZF,C,Tillering,2,21,1000.02,379.4,295.34,26.39,0.4066,1,0.3355,0.0054,25
ZF,C,Tillering,2,21,999.97,624.83,519.88,31.36,0.3957,1.01,0.3276,0.0053,25
ZF,C,Tillering,2,21,999.97,975.42,864.94,28.95,0.3476,1.02,0.303,0.0049,25.01
ZF,C,Tillering,2,21,1000,1475.31,1353.19,26.98,0.3139,1.03,0.273,0.0045,25.01
ZF,C,Tillering,2,2,279.81,986.35,853.56,16.42,0.556,0.99,0.1389,0.0022,25
ZF,C,Tillering,2,2,149.87,991.79,906.38,9.09,0.5944,0.99,0.1293,0.0021,25.02
ZF,C,Tillering,2,2,99.88,994.45,919.13,6.06,0.6094,0.99,0.1009,0.0016,25
ZF,C,Tillering,2,2,80,995.55,926.69,4.72,0.6203,0.99,0.0882,0.0014,25
ZF,C,Tillering,2,2,50.03,996.96,944.76,2.87,0.644,0.99,0.0782,0.0013,25.01
ZF,C,Tillering,3,21,1999.99,372.51,286.58,35.4,0.2575,1.12,0.4422,0.0079,25
ZF,C,Tillering,3,21,1499.78,373.99,287.14,33.62,0.3275,1.08,0.4142,0.0071,25.03
ZF,C,Tillering,3,21,1000.2,376.54,292.14,30.37,0.4336,1.04,0.3851,0.0064,24.99
ZF,C,Tillering,3,21,500.01,382.96,313.37,21.71,0.5758,1,0.339,0.0054,25.01
ZF,C,Tillering,3,21,279.98,389.14,331.78,13.6,0.6326,1,0.2637,0.0042,25.02
ZF,C,Tillering,3,21,149.96,394.26,342.52,7.14,0.6576,1.01,0.1561,0.0025,25
ZF,C,Tillering,3,21,100.05,396.91,337.48,4.01,0.6677,1.03,0.0751,0.0012,24.99
ZF,C,Tillering,3,21,80.14,397.83,326.98,2.79,0.6738,1.04,0.0431,0.0007,25.01
ZF,C,Tillering,3,21,49.96,398.63,328.64,1.86,0.6878,1.04,0.0291,0.0005,25
ZF,C,Tillering,3,21,1000.03,377.34,295.98,29.18,0.426,1.06,0.3855,0.0065,24.99
ZF,C,Tillering,3,21,1000.02,234.43,180.22,20.3,0.3955,1.05,0.4002,0.0067,24.98
ZF,C,Tillering,3,21,999.99,140.92,111.95,11.83,0.3478,1.05,0.4402,0.0073,24.98
ZF,C,Tillering,3,21,1000.01,76.28,65.04,4.82,0.2961,1.04,0.4784,0.0079,24.99
ZF,C,Tillering,3,21,1000.02,48.93,45.47,1.35,0.2617,1.04,0.5053,0.0083,24.99
ZF,C,Tillering,3,21,1000,378.83,313.4,26.7,0.3841,1.06,0.4479,0.0075,25.01
ZF,C,Tillering,3,21,1000.01,378.47,299.04,27.67,0.4067,1.06,0.3754,0.0063,24.99
ZF,C,Tillering,3,21,1000.02,378.58,292.36,27.64,0.4131,1.07,0.3434,0.0058,25
ZF,C,Tillering,3,21,999.97,624.73,510.08,31.89,0.4048,1.07,0.3039,0.0052,25.01
ZF,C,Tillering,3,21,1000.01,974.49,839.34,31.05,0.3707,1.08,0.2598,0.0045,25
ZF,C,Tillering,3,21,1000.01,1475.09,1320.94,28.79,0.3421,1.08,0.2214,0.0038,24.99
ZF,C,Tillering,3,2,279.87,985.04,894.6,17.08,0.5878,1.01,0.2269,0.0037,25
ZF,C,Tillering,3,2,150.04,990.77,931.04,9.31,0.6131,1.02,0.2112,0.0034,25.01
ZF,C,Tillering,3,2,100.11,993.59,945.61,5.87,0.6244,1.01,0.1818,0.0029,25.02
ZF,C,Tillering,3,2,79.93,994.83,948.03,4.59,0.6314,1.02,0.1481,0.0024,25.01
ZF,C,Tillering,3,2,50.28,996.54,956.79,2.77,0.6466,1.02,0.1168,0.0019,25
ZF,C,Tillering,4,21,2000.14,374.06,276.1,33.37,0.2605,1.15,0.3628,0.0067,25.02
ZF,C,Tillering,4,21,1499.88,375.28,276.97,31.82,0.3269,1.12,0.344,0.0061,25.04
ZF,C,Tillering,4,21,1000,377.72,285.3,28.7,0.4259,1.06,0.3306,0.0056,25.02
ZF,C,Tillering,4,21,499.87,383.93,309.38,20.35,0.5473,1.04,0.2958,0.0049,25
ZF,C,Tillering,4,21,279.8,389.6,336.35,12.82,0.6022,1.03,0.2713,0.0045,25
ZF,C,Tillering,4,21,149.79,394.07,356.33,6.9,0.6347,1.03,0.2186,0.0036,25.02
ZF,C,Tillering,4,21,99.86,396.29,357.36,4.37,0.6492,1.04,0.134,0.0022,25.01
ZF,C,Tillering,4,21,79.97,397.54,341.48,3.13,0.6557,1.05,0.0628,0.0011,25
ZF,C,Tillering,4,21,49.75,398.74,336.37,1.7,0.6682,1.05,0.0302,0.0005,24.98
ZF,C,Tillering,4,21,1000.12,378.55,296.48,27.34,0.4176,1.05,0.3576,0.006,24.99
ZF,C,Tillering,4,21,1000.11,235.56,180.88,18.64,0.383,1.05,0.364,0.0061,25
ZF,C,Tillering,4,21,999.83,141.67,111.12,10.8,0.3395,1.04,0.3797,0.0063,24.98
ZF,C,Tillering,4,21,1000.08,76.79,65.56,4.16,0.2864,1.03,0.4134,0.0068,24.98
ZF,C,Tillering,4,21,1000.1,49.17,45.99,1.07,0.2552,1.03,0.4446,0.0073,24.98
ZF,C,Tillering,4,21,1000.04,379.37,307.09,26.04,0.3857,1.05,0.3911,0.0065,25
ZF,C,Tillering,4,21,1000.03,378.57,299.88,27.22,0.4026,1.05,0.3728,0.0062,25.01
ZF,C,Tillering,4,21,1000.03,378.38,296.47,27.61,0.4103,1.05,0.3619,0.006,25.01
ZF,C,Tillering,4,21,1000.01,624.08,523.42,32.08,0.3982,1.05,0.3521,0.0059,25.01
ZF,C,Tillering,4,21,1000.02,974.06,869.56,30.06,0.3565,1.04,0.3371,0.0056,24.98
ZF,C,Tillering,4,21,1000.02,1473.23,1359.29,28.65,0.3308,1.05,0.3176,0.0053,25
ZF,C,Tillering,4,2,279.91,984.82,902.06,16.79,0.5505,1.02,0.249,0.0041,25
ZF,C,Tillering,4,2,150.04,990.73,935.42,9.09,0.583,1.01,0.229,0.0037,25
ZF,C,Tillering,4,2,100.12,993.59,945.66,5.8,0.6004,1.01,0.1799,0.0029,24.99
ZF,C,Tillering,4,2,80.19,994.97,948.5,4.53,0.6097,1.01,0.1478,0.0024,24.99
ZF,C,Tillering,4,2,49.99,996.49,953.89,2.92,0.6333,1.02,0.1095,0.0018,24.99
ZF,Y,Tillering,1,21,1999.96,369.44,294.65,33.07,0.3259,1.09,0.4787,0.0082,24.99
ZF,Y,Tillering,1,21,1499.96,370.96,300.06,31.46,0.409,1.02,0.4805,0.0078,25
ZF,Y,Tillering,1,21,1000.21,374.68,311.91,27.16,0.5078,0.98,0.4729,0.0073,25.02
ZF,Y,Tillering,1,21,500.01,383.48,339.25,17.06,0.5997,0.93,0.4384,0.0065,25.06
ZF,Y,Tillering,1,21,280.15,389.62,359.16,10.03,0.6422,0.92,0.4017,0.0059,25
ZF,Y,Tillering,1,21,149.88,393.75,373.78,5.37,0.6698,0.92,0.3747,0.0055,25
ZF,Y,Tillering,1,21,99.87,395.5,380.49,3.36,0.6831,0.92,0.3603,0.0053,25
ZF,Y,Tillering,1,21,80.16,396.2,382.58,2.67,0.6899,0.93,0.3403,0.005,24.99
ZF,Y,Tillering,1,21,50.03,397.35,386.91,1.43,0.6973,0.94,0.3131,0.0047,25.01
ZF,Y,Tillering,1,21,1000.05,374.76,314.75,27.03,0.4935,0.96,0.4937,0.0075,24.99
ZF,Y,Tillering,1,21,999.98,232.07,191.03,19.5,0.4669,0.95,0.5152,0.0077,24.96
ZF,Y,Tillering,1,21,999.95,139.16,115.75,11.86,0.4314,0.95,0.5516,0.0082,24.97
ZF,Y,Tillering,1,21,1000.16,75.66,66.54,4.71,0.3802,0.93,0.5833,0.0086,24.98
ZF,Y,Tillering,1,21,1000.13,48.77,45.98,1.28,0.3469,0.93,0.6114,0.0089,24.98
ZF,Y,Tillering,1,21,1000.09,374.87,324.11,26.46,0.4843,0.94,0.5801,0.0086,25.01
ZF,Y,Tillering,1,21,1000.09,375.5,313.95,26.4,0.4871,0.95,0.4685,0.0071,24.99
ZF,Y,Tillering,1,21,1000.07,375.73,309.46,26.18,0.4888,0.97,0.4291,0.0066,24.99
ZF,Y,Tillering,1,21,1000.05,620.35,530.17,31.23,0.4932,0.98,0.3845,0.006,25
ZF,Y,Tillering,1,21,1000.03,969.16,865.98,30.9,0.4622,1,0.3488,0.0055,25
ZF,Y,Tillering,1,21,1000.01,1467.96,1354.22,29.74,0.44,1,0.3258,0.0052,25.01
ZF,Y,Tillering,1,2,280,987.61,890.82,12.18,0.56,1.03,0.15,0.0025,25
ZF,Y,Tillering,1,2,149.96,992.5,927.4,6.58,0.5819,1.03,0.1336,0.0022,25.01
ZF,Y,Tillering,1,2,99.94,994.77,947.35,4.02,0.5929,1.03,0.1282,0.0021,25.01
ZF,Y,Tillering,1,2,79.93,995.67,953.46,3.03,0.5977,1.02,0.1159,0.0019,24.99
ZF,Y,Tillering,1,2,50.1,996.86,962.79,1.91,0.6064,1.03,0.1065,0.0018,25
ZF,Y,Tillering,2,21,2000.02,371.04,290.6,32.7,0.3272,1.07,0.4372,0.0075,25.01
ZF,Y,Tillering,2,21,1499.86,372.91,296.31,30.5,0.4045,1.02,0.4285,0.0069,25.03
ZF,Y,Tillering,2,21,999.97,376.9,309.17,25.82,0.4947,0.97,0.4136,0.0064,25.04
ZF,Y,Tillering,2,21,499.98,385.1,338.7,16.01,0.5805,0.93,0.3901,0.0058,25.03
ZF,Y,Tillering,2,21,279.97,390.57,359.87,9.48,0.6191,0.91,0.3758,0.0055,24.99
ZF,Y,Tillering,2,21,149.85,394.36,374.69,4.95,0.6443,0.92,0.3528,0.0052,25.03
ZF,Y,Tillering,2,21,99.96,396,380.65,3.07,0.6591,0.92,0.3186,0.0047,25
ZF,Y,Tillering,2,21,79.93,396.68,381.93,2.52,0.6689,0.94,0.282,0.0042,25
ZF,Y,Tillering,2,21,49.87,397.9,386.05,1.35,0.6789,0.95,0.2301,0.0035,25.01
ZF,Y,Tillering,2,21,999.84,377.72,293.48,25.12,0.4609,1.09,0.3205,0.0056,25
ZF,Y,Tillering,2,21,999.76,234.05,178.05,18.17,0.4412,1.08,0.3465,0.006,24.97
ZF,Y,Tillering,2,21,999.76,140.29,108.53,11.13,0.4065,1.07,0.3756,0.0064,24.99
ZF,Y,Tillering,2,21,999.99,76.1,64.25,4.45,0.3533,1.07,0.4175,0.0071,25
ZF,Y,Tillering,2,21,1000.01,48.87,45.16,1.31,0.3147,1.06,0.4474,0.0076,25.01
ZF,Y,Tillering,2,21,999.95,377.72,315.15,24.4,0.4382,1.08,0.4309,0.0074,25.02
ZF,Y,Tillering,2,21,999.94,377.77,303.46,24.84,0.4492,1.08,0.3629,0.0062,25.03
ZF,Y,Tillering,2,21,999.95,377.97,300.47,24.71,0.4513,1.08,0.3448,0.0059,24.98
ZF,Y,Tillering,2,21,1000.22,623.57,523.09,28.78,0.4467,1.09,0.3179,0.0055,25.01
ZF,Y,Tillering,2,21,999.92,972.06,858.85,28.86,0.4192,1.09,0.2967,0.0052,25.01
ZF,Y,Tillering,2,21,1000.16,1470.56,1342.8,28.53,0.4025,1.09,0.2764,0.0048,25
ZF,Y,Tillering,2,2,279.93,988.04,880.15,12.17,0.5323,1.04,0.132,0.0022,25
ZF,Y,Tillering,2,2,150.13,992.84,922.85,6.6,0.5723,1.04,0.1222,0.002,25.02
ZF,Y,Tillering,2,2,99.9,994.8,940.44,4.36,0.5856,1.03,0.1141,0.0019,24.99
ZF,Y,Tillering,2,2,80.16,995.58,947.96,3.51,0.5909,1.02,0.1112,0.0018,24.98
ZF,Y,Tillering,2,2,50.01,996.94,960.77,1.97,0.6165,1.03,0.0989,0.0016,24.99
ZF,Y,Tillering,3,21,2000,369.73,296.7,35.14,0.3128,1.08,0.5223,0.009,24.99
ZF,Y,Tillering,3,21,1500.17,371.4,301.47,33.29,0.3954,1.02,0.5166,0.0084,25
ZF,Y,Tillering,3,21,1000.01,375.36,313.91,28.44,0.4912,0.96,0.5064,0.0078,25
ZF,Y,Tillering,3,21,500.18,384.13,342.33,17.54,0.578,0.91,0.4803,0.007,24.98
ZF,Y,Tillering,3,21,280.07,389.94,360.23,10.46,0.6206,0.91,0.4321,0.0063,24.99
ZF,Y,Tillering,3,21,149.96,394.21,373.31,5.36,0.6561,0.92,0.3524,0.0052,24.99
ZF,Y,Tillering,3,21,100.04,396.02,378.14,3.44,0.6717,0.93,0.285,0.0043,24.99
ZF,Y,Tillering,3,21,80.05,396.92,377.78,2.75,0.6767,0.94,0.2077,0.0032,25
ZF,Y,Tillering,3,21,49.94,398.09,381.12,1.62,0.6828,0.96,0.1483,0.0023,25.01
ZF,Y,Tillering,3,21,999.79,376.19,311.59,27.49,0.4678,1.01,0.4657,0.0075,24.83
ZF,Y,Tillering,3,21,1000.05,232.85,187.7,20.11,0.4491,1.02,0.4818,0.0078,25.04
ZF,Y,Tillering,3,21,1000.03,139.58,113.9,12.26,0.4138,1,0.5182,0.0083,24.97
ZF,Y,Tillering,3,21,1000.01,75.73,65.58,5.01,0.3675,0.99,0.5547,0.0088,24.97
ZF,Y,Tillering,3,21,1000,48.77,45.57,1.44,0.337,0.99,0.5838,0.0092,24.97
ZF,Y,Tillering,3,21,1000.03,376.28,325.18,26.71,0.4538,0.98,0.5857,0.0092,25
ZF,Y,Tillering,3,21,999.98,375.97,320.27,27.29,0.4609,1,0.5439,0.0086,25.01
ZF,Y,Tillering,3,21,1000.03,376.23,317.1,27.25,0.4652,1,0.5083,0.0081,25
ZF,Y,Tillering,3,21,1000.01,620.98,543.77,31.97,0.463,1.03,0.473,0.0078,25
ZF,Y,Tillering,3,21,1000,969.08,879.02,32.16,0.4405,1.04,0.4309,0.0072,24.98
ZF,Y,Tillering,3,21,999.98,1466.9,1367.31,31.61,0.4323,1.03,0.4143,0.0068,25.01
ZF,Y,Tillering,3,2,279.94,985.58,927.29,13.16,0.5672,1.02,0.3086,0.005,25
ZF,Y,Tillering,3,2,150,990.52,953.61,6.79,0.5925,1.01,0.3217,0.0052,25.01
ZF,Y,Tillering,3,2,100.06,992.65,964.96,3.98,0.6052,0.99,0.3296,0.0053,24.98
ZF,Y,Tillering,3,2,80.07,993.26,968.23,3.11,0.6122,1,0.3337,0.0053,25
ZF,Y,Tillering,3,2,49.98,994.62,974.91,1.35,0.62,0.99,0.336,0.0054,24.98
ZF,Y,Tillering,4,21,2000.12,374.88,295.38,32.02,0.2814,1.11,0.4353,0.0077,24.98
ZF,Y,Tillering,4,21,1499.96,376.25,297.99,30.29,0.3557,1.08,0.4182,0.0072,25.03
ZF,Y,Tillering,4,21,999.84,379.63,308.41,25.87,0.4396,1.04,0.3953,0.0066,25.01
ZF,Y,Tillering,4,21,500.03,387.11,336.87,15.84,0.5112,0.99,0.3559,0.0056,25.01
ZF,Y,Tillering,4,21,279.96,392,357.67,9.26,0.5512,1,0.3268,0.0052,25
ZF,Y,Tillering,4,21,149.95,395.22,372.96,4.91,0.5829,0.98,0.3027,0.0048,24.99
ZF,Y,Tillering,4,21,100.08,396.49,378.54,3.26,0.6009,0.99,0.2759,0.0044,24.99
ZF,Y,Tillering,4,21,80.11,397.21,380.1,2.52,0.6111,0.99,0.2316,0.0037,25
ZF,Y,Tillering,4,21,49.76,398.34,384.36,1.34,0.6245,1,0.1744,0.0028,25
ZF,Y,Tillering,4,21,1000.01,381.79,310.92,23.2,0.4064,1,0.3551,0.0057,24.98
ZF,Y,Tillering,4,21,1000,237.15,188.07,16.62,0.3841,0.99,0.3635,0.0057,24.99
ZF,Y,Tillering,4,21,999.97,142.3,114.17,10.1,0.3597,0.98,0.3867,0.0061,24.98
ZF,Y,Tillering,4,21,1000.01,76.9,66.24,4.03,0.3198,0.97,0.4221,0.0065,24.98
ZF,Y,Tillering,4,21,999.99,49.18,46.22,1.04,0.2896,0.96,0.4668,0.0071,24.99
ZF,Y,Tillering,4,21,999.99,381.65,327.5,22.81,0.3977,0.96,0.4683,0.0072,25.03
ZF,Y,Tillering,4,21,999.97,381.57,320.51,23.14,0.3997,0.96,0.4158,0.0064,25.02
ZF,Y,Tillering,4,21,999.96,381.67,317.24,23.15,0.4034,0.97,0.3923,0.0061,25.01
ZF,Y,Tillering,4,21,999.93,627.37,543.44,27.77,0.4035,0.98,0.3714,0.0058,25.01
ZF,Y,Tillering,4,21,1000.21,976.13,882.81,27.68,0.3778,0.98,0.3517,0.0055,25
ZF,Y,Tillering,4,21,999.92,1474.47,1367.9,27.45,0.3615,0.99,0.3264,0.0052,25
ZF,Y,Tillering,4,2,280.12,990.48,894.98,10.81,0.469,1.05,0.1359,0.0023,25
ZF,Y,Tillering,4,2,149.96,993.7,929.23,6.33,0.5216,1.05,0.1314,0.0022,24.99
ZF,Y,Tillering,4,2,100.02,995.59,947.76,4.01,0.5395,1.05,0.1274,0.0021,25
ZF,Y,Tillering,4,2,80.05,996.4,954.58,3.04,0.5451,1.04,0.1193,0.002,25
ZF,Y,Tillering,4,2,49.97,997.29,962.94,1.9,0.5594,1.04,0.1062,0.0018,25.01
GLXN,C,Stem-elongating,1,21,0.02,400.48,414.44,-0.55,#DIV/0!,1.03,0.0263,0.0004,24.98
GLXN,C,Stem-elongating,1,21,2000.05,373.9,308.59,24.54,0.1985,1.05,0.412,0.0069,25.01
GLXN,C,Stem-elongating,1,21,1500.06,374.66,307.96,23.9,0.2647,1.01,0.3906,0.0063,25
GLXN,C,Stem-elongating,1,21,1000.03,376.2,305.14,22.7,0.3689,1,0.346,0.0055,25.01
GLXN,C,Stem-elongating,1,21,499.98,381.27,306.15,17.94,0.536,0.99,0.2575,0.0041,25
GLXN,C,Stem-elongating,1,21,279.95,387.7,307.26,11.88,0.62,1.02,0.159,0.0026,25.02
GLXN,C,Stem-elongating,1,21,149.84,393.37,303.66,6.55,0.669,1.04,0.0782,0.0013,24.99
GLXN,C,Stem-elongating,1,21,99.82,395.56,324.81,4.28,0.694,1.05,0.0663,0.0011,24.99
GLXN,C,Stem-elongating,1,21,79.83,396.05,345.16,3.67,0.7071,1.03,0.082,0.0014,24.98
GLXN,C,Stem-elongating,1,21,50.17,397.27,360.84,2.44,0.7187,1.04,0.0812,0.0014,25.01
GLXN,C,Stem-elongating,1,21,1000.19,375.5,319.74,22.84,0.3709,0.97,0.4535,0.007,24.99
GLXN,C,Stem-elongating,1,21,1000.01,233.75,196.93,15.35,0.3276,0.97,0.4581,0.0071,25
GLXN,C,Stem-elongating,1,21,999.9,141.19,121.38,8.34,0.2647,0.97,0.4689,0.0072,25
GLXN,C,Stem-elongating,1,21,999.82,76.74,69.2,3.09,0.1975,0.96,0.4806,0.0074,25
GLXN,C,Stem-elongating,1,21,1000.01,49.27,47.07,0.71,0.1654,0.96,0.4838,0.0074,24.99
GLXN,C,Stem-elongating,1,21,1000.27,378.99,302.66,20.13,0.3353,1.02,0.2847,0.0047,25.08
GLXN,C,Stem-elongating,1,21,999.96,378.42,296.01,20.7,0.3506,1.02,0.2693,0.0044,24.97
GLXN,C,Stem-elongating,1,21,999.97,378.31,295.95,20.89,0.3555,1.01,0.2718,0.0044,24.98
GLXN,C,Stem-elongating,1,21,999.9,624.36,524.05,23.86,0.345,1.02,0.2625,0.0043,25.01
GLXN,C,Stem-elongating,1,21,999.89,975,859.12,22.13,0.2987,1.04,0.2203,0.0037,25.01
GLXN,C,Stem-elongating,1,21,999.87,1476.16,1330.5,20.1,0.2654,1.06,0.1654,0.0028,25
GLXN,C,Stem-elongating,1,2,280,984.56,764.76,14.61,0.5198,1.06,0.0714,0.0012,24.97
GLXN,C,Stem-elongating,1,2,149.82,991.3,776.46,8.16,0.5635,1.06,0.0409,0.0007,25.01
GLXN,C,Stem-elongating,1,2,100.07,993.5,795.46,5.98,0.5954,1.06,0.0327,0.0006,25
GLXN,C,Stem-elongating,1,2,80.1,994.79,849.42,4.65,0.6137,1.07,0.036,0.0006,24.99
GLXN,C,Stem-elongating,1,2,49.9,997.02,876.55,2.59,0.6341,1.06,0.0248,0.0004,25
GLXN,C,Stem-elongating,2,21,0.02,400.66,418.4,-0.71,#DIV/0!,1.06,0.0285,0.0005,24.99
GLXN,C,Stem-elongating,2,21,1999.8,376.55,307.11,21.28,0.1844,1.05,0.334,0.0056,25
GLXN,C,Stem-elongating,2,21,1499.9,377.33,307.34,20.6,0.2462,1.02,0.3199,0.0052,25
GLXN,C,Stem-elongating,2,21,1000.01,378.75,308.02,19.41,0.3412,0.99,0.2972,0.0047,25.03
GLXN,C,Stem-elongating,2,21,500.07,383.19,309.4,15.45,0.5008,0.98,0.2262,0.0036,25.01
GLXN,C,Stem-elongating,2,21,280.17,388.25,308.35,10.84,0.6032,0.99,0.1459,0.0023,25
GLXN,C,Stem-elongating,2,21,149.8,393.42,314.54,6.05,0.6602,1.03,0.0829,0.0014,25.02
GLXN,C,Stem-elongating,2,21,100,395.72,319.88,3.96,0.6854,1.04,0.0567,0.001,24.98
GLXN,C,Stem-elongating,2,21,79.97,396.16,339.83,3.47,0.6999,1.04,0.0692,0.0012,24.99
GLXN,C,Stem-elongating,2,21,49.98,397.21,364.87,2.33,0.7133,1.03,0.0897,0.0015,25.02
