Experiment,Genotype,Treatment,Replicate,O2 (%),Iinc (mmol/m2/s),Ca (ppm),Ci (ppm),A (mmol/m2/s),F2 (mol/mol),Tleaf (℃),VPDL (kPa),gs (mol/m2/s),Tr (mol/m2/s)
EXP2019,Récital,Well-water,4,21,999.8,1449.1900,1294.5535,29.5610,0.3808,40.0,3.0,0.5956,0.0169
EXP2019,Récital,Well-water,4,2,199.9,978.1050,911.6697,6.6358,0.4938,40.0,3.0,0.5971,0.0170
EXP2019,Récital,Well-water,4,2,149.9,980.6080,920.9688,4.1650,0.5115,40.0,3.0,0.5922,0.0169
EXP2019,Récital,Well-water,4,2,120.0,982.3510,927.5365,2.3435,0.5269,40.0,3.0,0.5825,0.0167
EXP2019,Récital,Well-water,4,2,90.1,984.0620,934.0976,0.6234,0.5390,40.0,3.0,0.5737,0.0165
EXP2019,Récital,Well-water,4,2,59.9,985.6830,940.3819,-0.9113,0.5516,40.0,3.0,0.5732,0.0164
EXP2019,Récital,Well-water,4,2,40.1,987.1070,945.7381,-2.2725,0.5594,40.0,3.0,0.5667,0.0163
EXP2019,Récital,Well-water,5,21,2000.04,371.885,295.3479052,24.1614,0.2631,39.9,3.0,0.7125,0.0198
EXP2019,Récital,Well-water,5,21,1500.02,373.489,302.8143193,22.1105,0.3231,40.0,3.0,0.7278,0.0203
EXP2019,Récital,Well-water,5,21,999.809,376.355,314.2145638,18.7085,0.4043,40.0,3.0,0.7390,0.0206
EXP2019,Récital,Well-water,5,21,499.992,382.183,335.2419905,12.0799,0.4934,40.0,3.0,0.7365,0.0205
EXP2019,Récital,Well-water,5,21,199.994,388.728,359.2947804,4.5065,0.5631,40.0,3.0,0.7456,0.0209
EXP2019,Récital,Well-water,5,21,150.01,390.152,364.439959,2.9827,0.5834,39.9,3.0,0.7516,0.0208
EXP2019,Récital,Well-water,5,21,119.924,391.159,368.1175067,1.7943,0.5954,40.0,3.0,0.7527,0.0209
EXP2019,Récital,Well-water,5,21,90.0248,392.058,371.1792803,0.8312,0.6078,40.0,3.0,0.7442,0.0207
EXP2019,Récital,Well-water,5,21,59.8863,393.367,375.7072143,-0.5703,0.6202,40.0,3.0,0.7501,0.0208
EXP2019,Récital,Well-water,5,21,40.0356,394.09,378.5291985,-1.5069,0.6301,40.0,3.0,0.7486,0.0208
EXP2019,Récital,Well-water,5,21,999.755,376.519,315.8994842,18.4052,0.4093,40.0,3.0,0.7549,0.0210
EXP2019,Récital,Well-water,5,21,999.912,190.214,164.691431,7.1821,0.3425,40.0,3.0,0.7615,0.0209
EXP2019,Récital,Well-water,5,21,999.917,97.5189,90.59188213,0.9797,0.2844,39.9,3.0,0.7594,0.0209
EXP2019,Récital,Well-water,5,21,1000.18,51.0526,53.16327389,-1.9875,0.2283,40.0,3.0,0.7566,0.0210
EXP2019,Récital,Well-water,5,21,1000.16,377.775,320.7135704,16.9230,0.3741,40.0,3.0,0.7581,0.0210
EXP2019,Récital,Well-water,5,21,999.877,377.301,319.3340261,17.3980,0.3853,40.0,3.0,0.7609,0.0210
EXP2019,Récital,Well-water,5,21,1000.1,376.975,317.8026732,17.8528,0.3926,40.0,3.0,0.7574,0.0210
EXP2019,Récital,Well-water,5,21,999.822,614.544,524.2806953,26.5614,0.4076,40.0,3.0,0.7626,0.0211
EXP2019,Récital,Well-water,5,21,1000.03,953.765,835.8205662,31.3872,0.4059,40.0,3.0,0.7578,0.0209
EXP2019,Récital,Well-water,5,21,1000.01,1442.17,1295.426679,33.8886,0.4122,40.0,3.0,0.7621,0.0210
EXP2019,Récital,Well-water,5,2,200.019,973.824,908.0246557,8.2883,0.5338,40.0,3.0,0.7684,0.0213
EXP2019,Récital,Well-water,5,2,149.98,976.579,917.6004696,5.0395,0.5410,40.0,3.0,0.7605,0.0212
EXP2019,Récital,Well-water,5,2,119.937,978.427,923.5678264,3.4237,0.5513,40.0,3.0,0.7575,0.0209
EXP2019,Récital,Well-water,5,2,90.0457,980.253,930.1209413,1.1772,0.5640,40.0,3.0,0.7530,0.0209
EXP2019,Récital,Well-water,5,2,59.8876,982.318,937.2678869,-1.1227,0.5771,40.0,3.0,0.7492,0.0209
EXP2019,Récital,Well-water,5,2,40.0475,983.667,941.3785698,-2.3637,0.5877,40.0,3.0,0.7420,0.0208
EXP2019,Récital,Drought,1,21,2000.2,387.7290,213.7933,12.9947,0.1303,15.0,1.0,0.1252,0.0012
EXP2019,Récital,Drought,1,21,1499.8,388.3520,213.3546,12.4029,0.1631,15.0,1.0,0.1187,0.0012
EXP2019,Récital,Drought,1,21,1000.2,389.4370,218.9984,11.3412,0.2170,15.0,1.0,0.1114,0.0011
EXP2019,Récital,Drought,1,21,499.9,391.3370,232.1615,9.2245,0.3172,15.0,1.0,0.0971,0.0009
EXP2019,Récital,Drought,1,21,199.8,394.6070,272.2623,5.6983,0.4225,15.0,1.0,0.0788,0.0008
EXP2019,Récital,Drought,1,21,149.9,395.6360,259.0603,4.7249,0.4545,15.0,1.0,0.0580,0.0006
EXP2019,Récital,Drought,1,21,120.1,396.3670,274.6742,3.8888,0.4757,15.0,1.0,0.0539,0.0005
EXP2019,Récital,Drought,1,21,90.0,397.0250,286.8187,3.2251,0.4959,15.0,1.0,0.0496,0.0005
EXP2019,Récital,Drought,1,21,60.1,397.8260,305.2181,2.3914,0.5185,15.0,1.0,0.0443,0.0004
EXP2019,Récital,Drought,1,21,40.1,398.6360,320.5382,1.4801,0.5373,15.0,1.0,0.0329,0.0003
EXP2019,Récital,Drought,1,21,999.8,391.2460,207.4747,9.3695,0.2099,15.0,1.0,0.0848,0.0008
EXP2019,Récital,Drought,1,21,999.8,195.8370,103.0513,4.6399,0.1834,15.0,1.0,0.0831,0.0008
EXP2019,Récital,Drought,1,21,999.8,98.2935,59.0820,2.0283,0.1603,15.0,1.0,0.0866,0.0008
EXP2019,Récital,Drought,1,21,999.9,49.5181,34.7692,0.7821,0.1453,15.0,1.0,0.0901,0.0009
EXP2019,Récital,Drought,1,21,999.9,391.1050,233.4419,9.4818,0.1952,15.0,1.0,0.1008,0.0010
EXP2019,Récital,Drought,1,21,1000.0,390.9160,226.6063,9.6066,0.2016,15.0,1.0,0.0978,0.0010
EXP2019,Récital,Drought,1,21,1000.0,391.1600,221.5666,9.4000,0.2027,15.0,1.0,0.0926,0.0009
EXP2019,Récital,Drought,1,21,1000.0,638.5300,389.6815,12.0867,0.2088,15.0,1.0,0.0813,0.0008
EXP2019,Récital,Drought,1,21,1000.0,987.5080,597.8268,13.1213,0.2103,15.0,1.0,0.0562,0.0006
EXP2019,Récital,Drought,1,21,1000.0,1488.6100,857.5594,11.8053,0.2095,15.0,1.0,0.0310,0.0003
EXP2019,Récital,Drought,1,2,200.0,994.1430,589.9414,6.2808,0.3697,15.0,1.0,0.0258,0.0003
EXP2019,Récital,Drought,1,2,150.0,995.3280,675.1090,4.6694,0.3906,15.0,1.0,0.0244,0.0002
EXP2019,Récital,Drought,1,2,119.9,996.2470,727.4732,3.4975,0.4042,15.0,1.0,0.0220,0.0002
EXP2019,Récital,Drought,1,2,90.0,997.0950,724.8515,3.3390,0.4240,15.0,1.0,0.0207,0.0002
EXP2019,Récital,Drought,1,2,59.9,998.0870,824.2420,1.8818,0.4451,15.0,1.0,0.0189,0.0002
EXP2019,Récital,Drought,1,2,39.9,998.5900,854.8992,1.5000,0.4638,15.0,1.0,0.0187,0.0002
EXP2019,Récital,Drought,2,21,1999.9,395.0420,229.5120,5.7568,0.0692,15.0,1.0,0.0578,0.0006
EXP2019,Récital,Drought,2,21,1499.9,395.2240,226.7043,5.5599,0.0942,15.0,1.0,0.0548,0.0005
EXP2019,Récital,Drought,2,21,1000.2,395.5170,225.5574,5.2682,0.1434,15.0,1.0,0.0515,0.0005
EXP2019,Récital,Drought,2,21,500.1,396.2450,224.6311,4.4185,0.2347,15.0,1.0,0.0427,0.0004
EXP2019,Récital,Drought,2,21,200.0,397.6190,241.4670,2.8522,0.3408,15.0,1.0,0.0303,0.0003
EXP2019,Récital,Drought,2,21,150.1,398.4120,231.8227,1.9805,0.3641,15.0,1.0,0.0197,0.0002
EXP2019,Récital,Drought,2,21,119.9,398.4840,248.5509,1.7969,0.3811,15.0,1.0,0.0199,0.0002
EXP2019,Récital,Drought,2,21,90.1,398.7790,273.5372,1.4719,0.3969,15.0,1.0,0.0197,0.0002
EXP2019,Récital,Drought,2,21,59.9,399.1250,304.5480,1.1167,0.4125,15.0,1.0,0.0201,0.0002
EXP2019,Récital,Drought,2,21,40.0,399.4080,308.9230,0.8007,0.4249,15.0,1.0,0.0151,0.0001
EXP2019,Récital,Drought,2,21,999.9,397.4190,213.6810,3.0573,0.1199,15.0,1.0,0.0275,0.0003
EXP2019,Récital,Drought,2,21,999.9,198.9350,107.4128,1.4399,0.1018,15.0,1.0,0.0260,0.0003
EXP2019,Récital,Drought,2,21,1000.2,99.6588,59.4323,0.6457,0.0900,15.0,1.0,0.0266,0.0003
EXP2019,Récital,Drought,2,21,1000.0,49.9419,33.3215,0.2811,0.0820,15.0,1.0,0.0283,0.0003
EXP2019,Récital,Drought,2,21,1000.0,397.0770,203.2184,3.4128,0.1181,15.0,1.0,0.0290,0.0003
EXP2019,Récital,Drought,2,21,1000.0,397.1320,205.3341,3.4523,0.1213,15.0,1.0,0.0297,0.0003
EXP2019,Récital,Drought,2,21,1000.0,397.0490,204.4392,3.5556,0.1235,15.0,1.0,0.0304,0.0003
EXP2019,Récital,Drought,2,21,1000.0,645.5400,369.6667,5.0549,0.1333,15.0,1.0,0.0303,0.0003
EXP2019,Récital,Drought,2,21,1000.1,994.3840,626.1938,6.2623,0.1348,15.0,1.0,0.0283,0.0003
EXP2019,Récital,Drought,2,21,1000.1,1493.8200,1032.1579,6.4525,0.1331,15.0,1.0,0.0235,0.0002
EXP2019,Récital,Drought,2,2,199.8,997.3780,684.2032,2.7276,0.2584,15.0,1.0,0.0146,0.0001
EXP2019,Récital,Drought,2,2,149.9,997.6100,716.5468,2.3613,0.2831,15.0,1.0,0.0142,0.0001
EXP2019,Récital,Drought,2,2,120.2,997.9820,722.0189,2.2535,0.2962,15.0,1.0,0.0138,0.0001
EXP2019,Récital,Drought,2,2,90.2,998.4280,738.9853,1.9400,0.3099,15.0,1.0,0.0127,0.0001
EXP2019,Récital,Drought,2,2,59.9,998.8710,831.8065,1.0954,0.3246,15.0,1.0,0.0115,0.0001
EXP2019,Récital,Drought,2,2,40.0,999.3170,877.5180,0.7681,0.3352,15.0,1.0,0.0115,0.0001
EXP2019,Récital,Drought,3,21,2000.1,391.9280,198.3003,8.9825,0.0874,15.0,1.0,0.0769,0.0007
EXP2019,Récital,Drought,3,21,1500.0,391.9750,189.4542,8.9279,0.1165,15.0,1.0,0.0729,0.0007
EXP2019,Récital,Drought,3,21,999.8,392.0470,192.9109,8.8649,0.1861,15.0,1.0,0.0737,0.0007
EXP2019,Récital,Drought,3,21,500.0,392.6390,195.0080,8.2608,0.3581,15.0,1.0,0.0692,0.0007
EXP2019,Récital,Drought,3,21,200.1,394.5050,216.5485,6.0606,0.5377,15.0,1.0,0.0565,0.0006
EXP2019,Récital,Drought,3,21,150.1,395.9060,215.3443,4.6460,0.5702,15.0,1.0,0.0426,0.0004
EXP2019,Récital,Drought,3,21,120.0,396.7360,213.1819,3.7815,0.5931,15.0,1.0,0.0340,0.0003
EXP2019,Récital,Drought,3,21,89.8,397.3350,233.6876,3.1158,0.6159,15.0,1.0,0.0316,0.0003
EXP2019,Récital,Drought,3,21,60.2,398.1110,256.7814,2.2039,0.6375,15.0,1.0,0.0260,0.0003
EXP2019,Récital,Drought,3,21,39.9,398.6710,266.8829,1.5937,0.6552,15.0,1.0,0.0202,0.0002
EXP2019,Récital,Drought,3,21,1000.0,394.2020,183.2884,6.5361,0.1640,15.0,1.0,0.0511,0.0005
EXP2019,Récital,Drought,3,21,1000.0,197.3020,94.8738,3.1613,0.1347,15.0,1.0,0.0509,0.0005
EXP2019,Récital,Drought,3,21,1000.0,98.9501,55.0931,1.3698,0.1155,15.0,1.0,0.0518,0.0005
EXP2019,Récital,Drought,3,21,1000.0,49.7664,32.2721,0.5516,0.1061,15.0,1.0,0.0528,0.0005
EXP2019,Récital,Drought,3,21,1000.0,393.8460,189.0283,6.8633,0.1542,15.0,1.0,0.0553,0.0005
EXP2019,Récital,Drought,3,21,1000.0,393.6450,185.1679,7.1352,0.1621,15.0,1.0,0.0564,0.0005
EXP2019,Récital,Drought,3,21,1000.0,393.7950,200.4453,6.9621,0.1648,15.0,1.0,0.0596,0.0006
EXP2019,Récital,Drought,3,21,1000.0,640.9930,348.4938,9.8549,0.1759,15.0,1.0,0.0558,0.0005
EXP2019,Récital,Drought,3,21,1000.0,989.4380,610.5103,11.4074,0.1785,15.0,1.0,0.0502,0.0005
EXP2019,Récital,Drought,3,21,1000.0,1488.6300,952.9285,12.0503,0.1797,15.0,1.0,0.0375,0.0004
EXP2019,Récital,Drought,3,2,200.0,994.3470,442.0375,6.2973,0.4168,15.0,1.0,0.0187,0.0002
EXP2019,Récital,Drought,3,2,150.0,995.2040,554.6562,5.0205,0.4531,15.0,1.0,0.0188,0.0002
EXP2019,Récital,Drought,3,2,119.9,995.7460,575.5903,4.5919,0.4733,15.0,1.0,0.0181,0.0002
EXP2019,Récital,Drought,3,2,90.0,996.7400,626.1340,3.4842,0.4953,15.0,1.0,0.0156,0.0002
EXP2019,Récital,Drought,3,2,60.0,997.6210,671.2211,2.6039,0.5191,15.0,1.0,0.0133,0.0001
EXP2019,Récital,Drought,3,2,39.9,998.4240,772.8557,1.5171,0.5394,15.0,1.0,0.0115,0.0001
EXP2019,Récital,Drought,4,21,1999.9,392.7580,230.3712,8.6768,0.0919,15.0,1.0,0.0894,0.0009
EXP2019,Récital,Drought,4,21,1500.0,392.7040,225.0573,8.6529,0.1207,15.0,1.0,0.0862,0.0009
EXP2019,Récital,Drought,4,21,999.8,392.9100,227.8702,8.4744,0.1735,15.0,1.0,0.0858,0.0009
EXP2019,Récital,Drought,4,21,499.9,393.7660,248.3321,7.3856,0.2878,15.0,1.0,0.0853,0.0008
EXP2019,Récital,Drought,4,21,200.0,395.2120,281.5935,5.6668,0.4459,15.0,1.0,0.0849,0.0008
EXP2019,Récital,Drought,4,21,150.1,395.9030,286.8602,4.8676,0.4931,15.0,1.0,0.0761,0.0008
EXP2019,Récital,Drought,4,21,119.9,396.4270,292.5121,4.2250,0.5232,15.0,1.0,0.0694,0.0007
EXP2019,Récital,Drought,4,21,90.1,397.0600,303.2233,3.5420,0.5503,15.0,1.0,0.0649,0.0006
EXP2019,Récital,Drought,4,21,59.9,397.7390,321.5544,2.6479,0.5753,15.0,1.0,0.0607,0.0006
EXP2019,Récital,Drought,4,21,39.9,398.4150,335.7627,1.8769,0.5923,15.0,1.0,0.0533,0.0005
EXP2019,Récital,Drought,4,21,1000.0,393.4900,221.0622,7.7560,0.1751,15.0,1.0,0.0749,0.0007
EXP2019,Récital,Drought,4,21,1000.0,197.0020,114.9030,3.6753,0.1531,15.0,1.0,0.0747,0.0007
EXP2019,Récital,Drought,4,21,1000.0,98.8344,63.6555,1.6149,0.1356,15.0,1.0,0.0771,0.0008
EXP2019,Récital,Drought,4,21,1000.0,49.7101,37.1988,0.5689,0.1220,15.0,1.0,0.0779,0.0008
EXP2019,Récital,Drought,4,21,999.9,393.1980,224.3593,8.1965,0.1733,15.0,1.0,0.0810,0.0008
EXP2019,Récital,Drought,4,21,1000.0,392.9350,223.2408,8.4359,0.1795,15.0,1.0,0.0829,0.0008
EXP2019,Récital,Drought,4,21,999.9,392.9490,227.2946,8.4364,0.1813,15.0,1.0,0.0851,0.0008
EXP2019,Récital,Drought,4,21,1000.0,640.1260,410.6712,11.6147,0.1873,15.0,1.0,0.0851,0.0008
EXP2019,Récital,Drought,4,21,1000.0,989.0880,730.9065,12.4687,0.1762,15.0,1.0,0.0826,0.0008
EXP2019,Récital,Drought,4,21,1000.0,1488.2200,1165.4958,13.0623,0.1721,15.0,1.0,0.0701,0.0007
EXP2019,Récital,Drought,4,2,199.8,993.9710,735.9307,6.7500,0.3761,15.0,1.0,0.0445,0.0004
EXP2019,Récital,Drought,4,2,149.9,994.9220,763.6538,5.6078,0.4046,15.0,1.0,0.0416,0.0004
EXP2019,Récital,Drought,4,2,120.0,995.5640,779.9775,4.9584,0.4232,15.0,1.0,0.0396,0.0004
EXP2019,Récital,Drought,4,2,89.9,996.4090,813.1270,3.9571,0.4424,15.0,1.0,0.0377,0.0004
EXP2019,Récital,Drought,4,2,60.0,997.6610,882.5540,2.3137,0.4595,15.0,1.0,0.0372,0.0004
EXP2019,Récital,Drought,4,2,39.9,998.1760,891.2585,2.0485,0.4736,15.0,1.0,0.0360,0.0004
EXP2019,Récital,Drought,1,21,1999.9,382.0190,218.6624,19.9563,0.1912,20.0,1.2,0.2076,0.0020
EXP2019,Récital,Drought,1,21,1500.2,381.6200,225.4910,20.2884,0.2519,20.0,1.2,0.2217,0.0021
EXP2019,Récital,Drought,1,21,1000.1,382.7580,238.7596,18.9660,0.3357,20.0,1.2,0.2256,0.0022
EXP2019,Récital,Drought,1,21,499.8,385.9220,257.2179,15.4154,0.4708,20.0,1.2,0.2058,0.0020
EXP2019,Récital,Drought,1,21,199.8,391.8050,287.3350,9.0080,0.5831,20.0,1.2,0.1488,0.0015
EXP2019,Récital,Drought,1,21,150.0,393.3070,292.2394,7.2698,0.6081,20.0,1.2,0.1240,0.0012
EXP2019,Récital,Drought,1,21,120.0,394.5350,297.8684,5.9393,0.6216,20.0,1.2,0.1059,0.0010
EXP2019,Récital,Drought,1,21,89.9,396.0110,303.3459,4.4838,0.6359,20.0,1.2,0.0834,0.0008
EXP2019,Récital,Drought,1,21,59.9,397.4420,308.9537,2.9378,0.6526,20.0,1.2,0.0572,0.0006
EXP2019,Récital,Drought,1,21,40.0,398.4030,322.0653,1.8243,0.6666,20.0,1.2,0.0416,0.0004
EXP2019,Récital,Drought,1,21,1000.0,383.2520,236.4204,18.4807,0.3277,20.0,1.2,0.2151,0.0021
EXP2019,Récital,Drought,1,21,1000.0,191.6460,118.8071,9.3591,0.2808,20.0,1.2,0.2198,0.0021
EXP2019,Récital,Drought,1,21,999.9,96.6058,67.5490,3.8979,0.2431,20.0,1.2,0.2325,0.0022
EXP2019,Récital,Drought,1,21,1000.2,49.3100,42.1293,0.9589,0.2177,20.0,1.2,0.2463,0.0023
EXP2019,Récital,Drought,1,21,999.9,383.5720,261.7723,17.9531,0.3087,20.0,1.2,0.2556,0.0025
EXP2019,Récital,Drought,1,21,1000.3,382.9660,246.2062,18.7798,0.3209,20.0,1.2,0.2362,0.0023
EXP2019,Récital,Drought,1,21,1000.0,383.1990,239.9512,18.5473,0.3263,20.0,1.2,0.2217,0.0021
EXP2019,Récital,Drought,1,21,1000.0,627.4290,433.1660,24.5860,0.3361,20.0,1.2,0.2186,0.0021
EXP2019,Récital,Drought,1,21,1000.0,977.0330,637.5653,25.0904,0.3299,20.0,1.2,0.1253,0.0012
EXP2019,Récital,Drought,1,21,1000.0,1475.7900,1023.3150,25.9869,0.3271,20.0,1.2,0.0975,0.0010
EXP2019,Récital,Drought,1,2,200.0,988.6970,663.7336,12.1752,0.5433,20.0,1.2,0.0631,0.0006
EXP2019,Récital,Drought,1,2,150.0,991.2750,665.6001,9.4022,0.5608,20.0,1.2,0.0485,0.0005
EXP2019,Récital,Drought,1,2,120.3,992.9720,684.6614,7.5301,0.5740,20.0,1.2,0.0411,0.0004
EXP2019,Récital,Drought,1,2,90.0,995.0150,716.3089,5.3401,0.5871,20.0,1.2,0.0324,0.0003
EXP2019,Récital,Drought,1,2,59.9,996.6480,755.8058,3.5443,0.6056,20.0,1.2,0.0251,0.0003
EXP2019,Récital,Drought,1,2,40.0,997.9560,814.4545,2.1429,0.6221,20.0,1.2,0.0203,0.0002
EXP2019,Récital,Drought,2,21,1999.8,392.5500,256.8733,8.5121,0.1003,20.0,1.2,0.1060,0.0010
EXP2019,Récital,Drought,2,21,1500.0,392.6440,262.8610,8.3394,0.1303,20.0,1.2,0.1089,0.0011
EXP2019,Récital,Drought,2,21,1000.1,393.0610,265.2643,7.8458,0.1779,20.0,1.2,0.1040,0.0010
EXP2019,Récital,Drought,2,21,500.1,394.5480,282.9210,6.2001,0.2700,20.0,1.2,0.0947,0.0009
EXP2019,Récital,Drought,2,21,199.9,396.5040,307.5590,3.9071,0.3723,20.0,1.2,0.0759,0.0008
EXP2019,Récital,Drought,2,21,150.1,397.0890,306.5653,3.3346,0.4005,20.0,1.2,0.0635,0.0006
EXP2019,Récital,Drought,2,21,120.1,397.5460,306.7082,2.8082,0.4199,20.0,1.2,0.0531,0.0005
EXP2019,Récital,Drought,2,21,90.1,398.1610,314.7267,2.1530,0.4388,20.0,1.2,0.0446,0.0004
EXP2019,Récital,Drought,2,21,59.9,398.7130,325.8347,1.5090,0.4608,20.0,1.2,0.0362,0.0004
EXP2019,Récital,Drought,2,21,40.1,399.1130,337.7398,1.0339,0.4775,20.0,1.2,0.0299,0.0003
EXP2019,Récital,Drought,2,21,1000.1,394.6050,250.0724,6.1812,0.1700,20.0,1.2,0.0717,0.0007
EXP2019,Récital,Drought,2,21,999.9,197.3390,120.8634,3.1611,0.1435,20.0,1.2,0.0691,0.0007
EXP2019,Récital,Drought,2,21,1000.1,98.9747,68.1420,1.3590,0.1195,20.0,1.2,0.0745,0.0007
EXP2019,Récital,Drought,2,21,1000.0,49.8708,41.0873,0.3918,0.1056,20.0,1.2,0.0787,0.0008
EXP2019,Récital,Drought,2,21,1000.0,394.3360,263.8348,6.4375,0.1640,20.0,1.2,0.0833,0.0008
EXP2019,Récital,Drought,2,21,999.9,394.2670,262.2430,6.5751,0.1683,20.0,1.2,0.0840,0.0008
EXP2019,Récital,Drought,2,21,999.9,394.3380,265.9032,6.5031,0.1686,20.0,1.2,0.0855,0.0008
EXP2019,Récital,Drought,2,21,999.9,642.4600,465.1690,8.3980,0.1771,20.0,1.2,0.0807,0.0008
EXP2019,Récital,Drought,2,21,999.9,991.7220,721.4947,8.9525,0.1790,20.0,1.2,0.0563,0.0006
EXP2019,Récital,Drought,2,21,999.8,1491.2200,1087.5296,9.4603,0.1815,20.0,1.2,0.0397,0.0004
EXP2019,Récital,Drought,2,2,200.2,996.5750,649.9583,4.0118,0.2963,20.0,1.2,0.0193,0.0002
EXP2019,Récital,Drought,2,2,150.0,997.2140,718.7510,2.9420,0.3113,20.0,1.2,0.0178,0.0002
EXP2019,Récital,Drought,2,2,120.0,997.6090,704.9425,2.7582,0.3216,20.0,1.2,0.0159,0.0002
EXP2019,Récital,Drought,2,2,90.0,998.2370,788.9146,1.8882,0.3323,20.0,1.2,0.0155,0.0002
EXP2019,Récital,Drought,2,2,60.0,998.7910,850.6166,1.1887,0.3452,20.0,1.2,0.0143,0.0001
EXP2019,Récital,Drought,2,2,39.9,999.2770,905.9294,0.6787,0.3550,20.0,1.2,0.0139,0.0001
EXP2019,Récital,Drought,3,21,1999.8,387.2840,190.7642,14.0352,0.1527,20.0,1.2,0.1190,0.0011
EXP2019,Récital,Drought,3,21,1500.1,387.5290,184.5910,13.8408,0.2061,20.0,1.2,0.1135,0.0011
EXP2019,Récital,Drought,3,21,1000.1,388.0660,186.9047,13.2055,0.3000,20.0,1.2,0.1092,0.0011
EXP2019,Récital,Drought,3,21,500.1,389.8830,189.5408,11.1857,0.4646,20.0,1.2,0.0927,0.0009
EXP2019,Récital,Drought,3,21,200.1,393.5310,208.1611,7.1921,0.6122,20.0,1.2,0.0643,0.0006
EXP2019,Récital,Drought,3,21,150.1,394.7240,215.6295,5.9656,0.6389,20.0,1.2,0.0552,0.0005
EXP2019,Récital,Drought,3,21,120.0,395.5640,225.2814,4.9844,0.6534,20.0,1.2,0.0486,0.0005
EXP2019,Récital,Drought,3,21,90.1,396.6700,228.8689,3.7585,0.6665,20.0,1.2,0.0371,0.0004
EXP2019,Récital,Drought,3,21,60.0,397.8710,245.2244,2.4759,0.6800,20.0,1.2,0.0270,0.0003
EXP2019,Récital,Drought,3,21,40.0,398.5360,264.6093,1.6469,0.6906,20.0,1.2,0.0205,0.0002
EXP2019,Récital,Drought,3,21,999.8,388.8260,190.0388,12.4249,0.2880,20.0,1.2,0.1039,0.0010
EXP2019,Récital,Drought,3,21,1000.2,194.8870,105.3680,5.7829,0.2384,20.0,1.2,0.1078,0.0010
EXP2019,Récital,Drought,3,21,1000.0,98.0033,62.5000,2.4081,0.2010,20.0,1.2,0.1144,0.0011
EXP2019,Récital,Drought,3,21,1000.1,49.5985,39.9628,0.6906,0.1760,20.0,1.2,0.1259,0.0012
EXP2019,Récital,Drought,3,21,1000.0,387.9540,217.5545,13.2630,0.2901,20.0,1.2,0.1306,0.0013
EXP2019,Récital,Drought,3,21,1000.1,388.1610,203.7578,13.0669,0.2861,20.0,1.2,0.1184,0.0012
EXP2019,Récital,Drought,3,21,1000.1,388.8110,192.3204,12.3841,0.2868,20.0,1.2,0.1048,0.0010
EXP2019,Récital,Drought,3,21,1000.1,635.6340,279.0566,15.9006,0.3013,20.0,1.2,0.0736,0.0007
EXP2019,Récital,Drought,3,21,999.8,985.8650,350.4678,15.5772,0.3006,20.0,1.2,0.0401,0.0004
EXP2019,Récital,Drought,3,21,1000.0,1481.9800,648.7659,19.6437,0.3161,20.0,1.2,0.0387,0.0004
EXP2019,Récital,Drought,3,2,199.9,989.4190,446.6124,11.4671,0.5795,20.0,1.2,0.0347,0.0003
EXP2019,Récital,Drought,3,2,150.1,992.1750,499.6619,8.5040,0.5920,20.0,1.2,0.0284,0.0003
EXP2019,Récital,Drought,3,2,120.0,993.4950,496.3158,7.0653,0.6061,20.0,1.2,0.0234,0.0002
EXP2019,Récital,Drought,3,2,89.9,995.2620,477.6678,5.1185,0.6119,20.0,1.2,0.0162,0.0002
EXP2019,Récital,Drought,3,2,60.0,996.9060,633.5424,3.3025,0.6307,20.0,1.2,0.0151,0.0001
EXP2019,Récital,Drought,3,2,40.0,997.9670,627.0712,2.0448,0.6428,20.0,1.2,0.0091,0.0001
EXP2019,Récital,Drought,4,21,2000.2,385.1840,190.5388,14.9663,0.1885,21.7,1.2,0.1297,0.0017
EXP2019,Récital,Drought,4,21,1499.9,385.3740,199.2407,14.7038,0.2349,21.1,1.2,0.1336,0.0018
EXP2019,Récital,Drought,4,21,999.9,386.2220,211.9440,13.8052,0.3083,20.4,1.2,0.1344,0.0018
EXP2019,Récital,Drought,4,21,499.9,388.4180,230.0603,11.6247,0.4388,20.0,1.2,0.1251,0.0017
EXP2019,Récital,Drought,4,21,200.1,393.0480,273.2446,6.8993,0.5415,20.0,1.2,0.0997,0.0013
EXP2019,Récital,Drought,4,21,149.9,394.4300,265.0811,5.5590,0.5656,20.0,1.2,0.0737,0.0010
EXP2019,Récital,Drought,4,21,120.1,395.4640,273.3122,4.5676,0.5821,20.0,1.2,0.0643,0.0009
EXP2019,Récital,Drought,4,21,90.0,396.2620,284.7276,3.7311,0.5982,20.0,1.2,0.0579,0.0008
EXP2019,Récital,Drought,4,21,60.1,397.4720,309.2093,2.5149,0.6130,20.0,1.2,0.0504,0.0007
EXP2019,Récital,Drought,4,21,40.1,398.2880,323.2791,1.7342,0.6251,20.0,1.2,0.0416,0.0006
EXP2019,Récital,Drought,4,21,1000.1,388.3840,195.4166,11.7030,0.2916,20.1,1.2,0.1019,0.0014
EXP2019,Récital,Drought,4,21,1000.2,194.4720,101.0815,5.7305,0.2490,20.1,1.2,0.1033,0.0014
EXP2019,Récital,Drought,4,21,1000.0,97.8023,59.1945,2.4354,0.2162,20.1,1.2,0.1074,0.0014
